"","race","sex","lastname","firstname","birthyear","clubcode","club","nation","size","rankingtime","rankingdate","rankingplace","season","relay","age","time_Seconds"
"1","1500 Nage Libre","M","RICHARD","Christophe",1983,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:16:55.36","25/05/2000","CHALON-SUR-SAÃ”NE",2000,0,17,"1015.36"
"2","1500 Nage Libre","M","RICHARD","Christophe",1983,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:16:30.75","15/07/2001","NANCY",2001,0,18,"990.75"
"3","1500 Nage Libre","F","CAUCHARD","Laure",1983,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:19:56.76","26/03/2004","SARCELLES",2004,0,21,"1196.76"
"4","1500 Nage Libre","M","MINEAU","Boris",1991,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:17:58.27","19/06/2005","PARIS",2005,0,14,"1078.27"
"5","1500 Nage Libre","M","MINEAU","Boris",1991,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:18:24.76","15/04/2006","MENNECY",2006,0,15,"1104.76"
"6","1500 Nage Libre","M","LEMOINE","Thibaut",1991,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:19:17.96","11/02/2006","SAINT-DENIS (La RÃ©union)",2006,0,15,"1157.96"
"7","1500 Nage Libre","F","ROUQUET","G�raldine",1988,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:17:41.17","28/06/2007","SAINT-RAPHAÃ‹L",2007,0,19,"1061.17"
"8","1500 Nage Libre","M","MINEAU","Boris",1991,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:17:19.57","24/07/2007","METZ",2007,0,16,"1039.57"
"9","1500 Nage Libre","F","ROUQUET","G�raldine",1988,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:18:09.67","22/02/2008","LYON",2008,0,20,"1089.67"
"10","1500 Nage Libre","M","DARIER","Nicolas",1992,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:18:34.17","23/02/2008","LILLE",2008,0,16,"1114.17"
"11","1500 Nage Libre","M","DELOUVEE","Edwin",1995,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:19:14.89","27/03/2009","PARIS",2009,0,14,"1154.89"
"12","1500 Nage Libre","M","TABOGA","Vincent",1995,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:19:02.94","27/03/2009","PARIS",2009,0,14,"1142.94"
"13","1500 Nage Libre","M","TABOGA","Vincent",1995,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:18:34.84","12/02/2010","MASSY",2010,0,15,"1114.84"
"14","1500 Nage Libre","F","DACOMO","Alessandra",1997,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:18:26.83","12/02/2011","NICE",2011,0,14,"1106.83"
"15","1500 Nage Libre","F","LAZHAR","Fatima-Daniela",1995,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:17:53.21","12/02/2011","NICE",2011,0,16,"1073.21"
"16","1500 Nage Libre","M","NOTA","Andrea",1995,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:16:38.20","28/07/2011","NIMES",2011,0,16,"998.2"
"17","1500 Nage Libre","M","VEYSSIERE","Nicolas",1996,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:17:07.18","21/07/2011","METZ",2011,0,15,"1027.18"
"18","1500 Nage Libre","F","LAZHAR","Fatima-Daniela",1995,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:18:01.50","18/02/2012","NICE",2012,0,17,"1081.5"
"19","1500 Nage Libre","F","DACOMO","Alessandra",1997,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:17:58.90","30/06/2012","SARCELLES",2012,0,15,"1078.9"
"20","1500 Nage Libre","M","NOTA","Andrea",1995,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:16:51.48","30/06/2012","SARCELLES",2012,0,17,"1011.48"
"21","1500 Nage Libre","M","JOUANNEAU","Cl�ment",1998,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:17:53.78","18/07/2012","AMIENS",2012,0,14,"1073.78"
"22","1500 Nage Libre","M","CASTERA","Mathis",1996,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:16:25.31","25/07/2012","AMIENS",2012,0,16,"985.31"
"23","1500 Nage Libre","M","VEYSSIERE","Nicolas",1996,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:16:48.96","25/07/2012","AMIENS",2012,0,16,"1008.96"
"24","1500 Nage Libre","M","JOUANNEAU","Cl�ment",1998,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:17:55.07","29/06/2013","SARCELLES",2013,0,15,"1075.07"
"25","1500 Nage Libre","M","CASTERA","Mathis",1996,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:16:10.21","14/07/2013","DUNKERQUE",2013,0,17,"970.21"
"26","1500 Nage Libre","M","VEYSSIERE","Nicolas",1996,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:16:47.33","14/07/2013","DUNKERQUE",2013,0,17,"1007.33"
"27","1500 Nage Libre","F","GRESSET","Lucie",1998,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:19:03.01","08/03/2014","SARCELLES",2014,0,16,"1143.01"
"28","1500 Nage Libre","M","CHAFFARD","Cl�ment",1998,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:17:20.93","07/03/2014","SARCELLES",2014,0,16,"1040.93"
"29","1500 Nage Libre","M","LE PAPE","Ga�l",1998,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:17:48.67","21/03/2014","SARTROUVILLE",2014,0,16,"1068.67"
"30","1500 Nage Libre","M","CASTERA","Mathis",1996,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:15:42.23","11/04/2014","CHARTRES",2014,0,18,"942.23"
"31","1500 Nage Libre","M","GAMARRE","Jarod",2004,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:23:13.64","22/05/2016","SARCELLES",2016,0,12,"1393.64"
"32","1500 Nage Libre","M","DELOUV�E","Bastian",2002,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:18:41.37","14/05/2017","SARCELLES",2017,0,15,"1121.37"
"33","1500 Nage Libre","M","BAUDOIN","Antoine",1996,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:23:26.71","12/03/2017","SARCELLES",2017,0,21,"1406.71"
