"","X","race","sex","lastname","firstname","birthyear","clubcode","club","nation","size","rankingtime","rankingdate","rankingplace","season","relay","age","time_Seconds"
"1",3,"1500 Nage Libre","F","CAUCHARD","Laure",1983,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:19:56.76","26/03/2004","SARCELLES",2004,0,21,1196.76
"2",7,"1500 Nage Libre","F","ROUQUET","G�raldine",1988,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:17:41.17","28/06/2007","SAINT-RAPHAÃ‹L",2007,0,19,1061.17
"3",9,"1500 Nage Libre","F","ROUQUET","G�raldine",1988,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:18:09.67","22/02/2008","LYON",2008,0,20,1089.67
"4",14,"1500 Nage Libre","F","DACOMO","Alessandra",1997,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:18:26.83","12/02/2011","NICE",2011,0,14,1106.83
"5",15,"1500 Nage Libre","F","LAZHAR","Fatima-Daniela",1995,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:17:53.21","12/02/2011","NICE",2011,0,16,1073.21
"6",18,"1500 Nage Libre","F","LAZHAR","Fatima-Daniela",1995,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:18:01.50","18/02/2012","NICE",2012,0,17,1081.5
"7",19,"1500 Nage Libre","F","DACOMO","Alessandra",1997,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:17:58.90","30/06/2012","SARCELLES",2012,0,15,1078.9
"8",27,"1500 Nage Libre","F","GRESSET","Lucie",1998,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:19:03.01","08/03/2014","SARCELLES",2014,0,16,1143.01
"9",37,"1500 Nage Libre","F","CAUCHARD","Laure",1983,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:19:56.76","26/03/2004","SARCELLES",2004,0,21,1196.76
"10",41,"1500 Nage Libre","F","ROUQUET","Gйraldine",1988,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:17:41.17","28/06/2007","SAINT-RAPHAГѓвЂ№L",2007,0,19,1061.17
"11",43,"1500 Nage Libre","F","ROUQUET","Gйraldine",1988,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:18:09.67","22/02/2008","LYON",2008,0,20,1089.67
"12",48,"1500 Nage Libre","F","DACOMO","Alessandra",1997,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:18:26.83","12/02/2011","NICE",2011,0,14,1106.83
"13",49,"1500 Nage Libre","F","LAZHAR","Fatima-Daniela",1995,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:17:53.21","12/02/2011","NICE",2011,0,16,1073.21
"14",52,"1500 Nage Libre","F","LAZHAR","Fatima-Daniela",1995,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:18:01.50","18/02/2012","NICE",2012,0,17,1081.5
"15",53,"1500 Nage Libre","F","DACOMO","Alessandra",1997,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:17:58.90","30/06/2012","SARCELLES",2012,0,15,1078.9
"16",61,"1500 Nage Libre","F","GRESSET","Lucie",1998,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:19:03.01","08/03/2014","SARCELLES",2014,0,16,1143.01
