"","X.1","X","race","sex","lastname","firstname","birthyear","clubcode","club","nation","size","rankingtime","rankingdate","rankingplace","season","relay","age","time_Seconds"
"1",11,37,"400 4 Nages",FALSE,"CHALVET","Cyrielle",1995,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:25.60","28/06/2009","PARIS",2009,0,14,325.6
"2",15,53,"400 4 Nages",FALSE,"BONETTO","Eleonora",1997,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:24.46","12/02/2011","NICE",2011,0,14,324.46
"3",16,54,"400 4 Nages",FALSE,"COLONNA","Elisa",1997,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:25.04","22/07/2011","METZ",2011,0,14,325.04
"4",18,56,"400 4 Nages",FALSE,"CLERC","Celia",1997,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:20.77","27/05/2011","SARCELLES",2011,0,14,320.77
"5",21,68,"400 4 Nages",FALSE,"CHARLES-FRAN�OIS","Lucie",1998,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:06:05.70","12/02/2012","VERSAILLES",2012,0,14,365.7
"6",27,91,"400 4 Nages",FALSE,"CREMAS","Claire",2001,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:37.41","22/03/2015","SARCELLES",2015,0,14,337.41
"7",30,96,"400 4 Nages",FALSE,"FOHRER","Marie",2002,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:42.65","21/05/2016","SARCELLES",2016,0,14,342.65
"8",31,97,"400 4 Nages",FALSE,"GUERIN","Ang�le",2002,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:06:28.59","13/03/2016","SARCELLES",2016,0,14,388.59
"9",45,143,"400 4 Nages",FALSE,"CHALVET","Cyrielle",1995,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:25.60","28/06/2009","PARIS",2009,0,14,325.6
"10",49,159,"400 4 Nages",FALSE,"BONETTO","Eleonora",1997,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:24.46","12/02/2011","NICE",2011,0,14,324.46
"11",50,160,"400 4 Nages",FALSE,"COLONNA","Elisa",1997,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:25.04","22/07/2011","METZ",2011,0,14,325.04
"12",52,162,"400 4 Nages",FALSE,"CLERC","Celia",1997,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:20.77","27/05/2011","SARCELLES",2011,0,14,320.77
"13",55,174,"400 4 Nages",FALSE,"CHARLES-FRANЗOIS","Lucie",1998,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:06:05.70","12/02/2012","VERSAILLES",2012,0,14,365.7
"14",61,197,"400 4 Nages",FALSE,"CREMAS","Claire",2001,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:37.41","22/03/2015","SARCELLES",2015,0,14,337.41
"15",64,202,"400 4 Nages",FALSE,"FOHRER","Marie",2002,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:42.65","21/05/2016","SARCELLES",2016,0,14,342.65
"16",65,203,"400 4 Nages",FALSE,"GUERIN","Angиle",2002,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:06:28.59","13/03/2016","SARCELLES",2016,0,14,388.59
"17",70,214,"400 4 Nages",FALSE,"SELMI","Meryam",2004,11309500383,"CERGY PONTOISE NATATION","FRA",25,"00:05:42.03","18/03/2018","SOISY-SOUS-MONTMORENCY",2018,0,14,342.03
"18",75,219,"400 4 Nages",FALSE,"BEN BELLA","Aya",2004,11309500383,"CERGY PONTOISE NATATION","FRA",25,"00:06:00.09","15/10/2017","CERGY",2018,0,14,360.09
