"","X.1","X","race","sex","lastname","firstname","birthyear","clubcode","club","nation","size","rankingtime","rankingdate","rankingplace","season","relay","age","time_Seconds"
"1",1,2,"400 Nage Libre",FALSE,"CULINAS","Axelle",1985,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:24.97","15/06/2002","MELUN",2002,0,17,324.97
"2",24,50,"400 Nage Libre",FALSE,"LECOMTE","Lorelei",1991,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:09.75","20/01/2008","MULHOUSE",2008,0,17,309.75
"3",25,51,"400 Nage Libre",FALSE,"LESAGE","C�line",1991,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:04:47.18","29/06/2008","SARCELLES",2008,0,17,287.18
"4",41,86,"400 Nage Libre",FALSE,"VELUT","Gwladys",1993,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:04:40.31","27/03/2010","GRAND-COURONNE",2010,0,17,280.31
"5",49,116,"400 Nage Libre",FALSE,"LAZHAR","Fatima-Daniela",1995,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:04:39.22","19/02/2012","NICE",2012,0,17,279.22
"6",64,141,"400 Nage Libre",FALSE,"LECOMTE","Sveiney",1996,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:08.36","26/05/2013","PARIS",2013,0,17,308.36
"7",75,170,"400 Nage Libre",FALSE,"CLERC","Celia",1997,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:04:25.27","29/07/2014","PIERRELATTE",2014,0,17,265.27
"8",86,201,"400 Nage Libre",FALSE,"GRESSET","Lucie",1998,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:04:53.09","14/12/2014","SARCELLES",2015,0,17,293.09
"9",100,237,"400 Nage Libre",FALSE,"LEROUX","Lina",2000,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:28.88","11/03/2017","SARCELLES",2017,0,17,328.88
"10",101,246,"400 Nage Libre",FALSE,"CULINAS","Axelle",1985,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:24.97","15/06/2002","MELUN",2002,0,17,324.97
"11",124,294,"400 Nage Libre",FALSE,"LECOMTE","Lorelei",1991,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:09.75","20/01/2008","MULHOUSE",2008,0,17,309.75
"12",125,295,"400 Nage Libre",FALSE,"LESAGE","Cйline",1991,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:04:47.18","29/06/2008","SARCELLES",2008,0,17,287.18
"13",141,330,"400 Nage Libre",FALSE,"VELUT","Gwladys",1993,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:04:40.31","27/03/2010","GRAND-COURONNE",2010,0,17,280.31
"14",149,360,"400 Nage Libre",FALSE,"LAZHAR","Fatima-Daniela",1995,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:04:39.22","19/02/2012","NICE",2012,0,17,279.22
"15",164,385,"400 Nage Libre",FALSE,"LECOMTE","Sveiney",1996,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:08.36","26/05/2013","PARIS",2013,0,17,308.36
"16",175,414,"400 Nage Libre",FALSE,"CLERC","Celia",1997,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:04:25.27","29/07/2014","PIERRELATTE",2014,0,17,265.27
"17",186,445,"400 Nage Libre",FALSE,"GRESSET","Lucie",1998,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:04:53.09","14/12/2014","SARCELLES",2015,0,17,293.09
"18",200,481,"400 Nage Libre",FALSE,"LEROUX","Lina",2000,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:05:28.88","11/03/2017","SARCELLES",2017,0,17,328.88
"19",222,510,"400 Nage Libre",FALSE,"CREMAS","Claire",2001,11309500383,"CERGY PONTOISE NATATION","FRA",25,"00:04:49.48","22/10/2017","TAVERNY",2018,0,17,289.48
"20",234,522,"400 Nage Libre",FALSE,"FOHRER","Marie",2002,11309500383,"CERGY PONTOISE NATATION","FRA",25,"00:04:38.33","09/12/2018","BOBIGNY",2019,0,17,278.33
"21",242,530,"400 Nage Libre",FALSE,"GESQUIERE","Axelle",2002,11309500383,"CERGY PONTOISE NATATION","FRA",25,"00:07:03.14","11/11/2018","CERGY-PONTOISE",2019,0,17,423.14
"22",271,632,"400 Nage Libre",FALSE,"VEDOVATI","Alexane",2001,11309500383,"CERGY PONTOISE NATATION","FRA",50,"00:05:02.82","02/03/2018","COLOMBES",2018,0,17,302.82
"23",273,634,"400 Nage Libre",FALSE,"CREMAS","Claire",2001,11309500383,"CERGY PONTOISE NATATION","FRA",50,"00:04:42.90","18/07/2018","RENNES",2018,0,17,282.9
"24",276,646,"400 Nage Libre",FALSE,"FOHRER","Marie",2002,11309500383,"CERGY PONTOISE NATATION","FRA",50,"00:04:41.95","05/05/2019","MONTCEAU-LES-MINES",2019,0,17,281.95
