"","X.1","X","race","sex","lastname","firstname","birthyear","clubcode","club","nation","size","rankingtime","rankingdate","rankingplace","season","relay","age","time_Seconds"
"1",1,1,"200 Papillon","M","RICHARD","Christophe",1983,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:02:20.80","12/01/2002","SAINT-GERMAIN-EN-LAYE",2002,0,19,140.8
"2",6,6,"200 Papillon","M","DUVIVIER","Marc-Antoine",1988,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:02:34.97","25/02/2007","SARCELLES",2007,0,19,154.97
"3",14,15,"200 Papillon","M","HELAL","Damien",1990,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:02:25.49","15/03/2009","SARCELLES",2009,0,19,145.49
"4",29,38,"200 Papillon","M","CAPITAINE","Thibaut",1993,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:02:23.94","06/05/2012","SARCELLES",2012,0,19,143.94
"5",59,79,"200 Papillon","M","CHAFFARD","Cl�ment",1998,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:02:12.19","12/03/2017","SARCELLES",2017,0,19,132.19
"6",60,80,"200 Papillon","M","RICHARD","Christophe",1983,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:02:20.80","12/01/2002","SAINT-GERMAIN-EN-LAYE",2002,0,19,140.8
"7",65,85,"200 Papillon","M","DUVIVIER","Marc-Antoine",1988,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:02:34.97","25/02/2007","SARCELLES",2007,0,19,154.97
"8",73,94,"200 Papillon","M","HELAL","Damien",1990,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:02:25.49","15/03/2009","SARCELLES",2009,0,19,145.49
"9",88,117,"200 Papillon","M","CAPITAINE","Thibaut",1993,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:02:23.94","06/05/2012","SARCELLES",2012,0,19,143.94
"10",118,158,"200 Papillon","M","CHAFFARD","Clйment",1998,130952432,"CERGY PONTOISE NATATION","FRA",50,"00:02:12.19","12/03/2017","SARCELLES",2017,0,19,132.19
